form,abundance,exp,type,geogr,month,day,year,stemp,btemp,btime,start,visibility,averagedepth,maxdepth,current,habitat,site_ymd,abundance_recode,presence,exp_binary,num_surveys,multiple_surveys,wasting,region
5150754,0,E,3,13460001,1,19,2001,0,46,57,10,3,7,10,3,2,13460001_19_1_2001,1,0,1,1,0,0,13
5158419,2,E,3,13460001,1,19,2008,0,54,66,17,2,6,10,2,2,13460001_19_1_2008,3,1,1,1,0,0,13
5152702,1,E,3,13460001,10,19,2002,0,45,50,14,3,6,10,2,2,13460001_19_10_2002,2,1,1,1,0,0,13
5163847,2,E,3,13460001,12,19,2012,0,48,54,17,2,7,10,2,2,13460001_19_12_2012,3,1,1,1,0,0,13
5149195,0,E,3,13460001,12,19,2018,0,48,60,18,3,6,11,2,2,13460001_19_12_2018,1,0,1,1,0,0,13
5163314,2,E,3,13460001,2,19,2012,0,48,51,9,3,7,10,2,2,13460001_19_2_2012,3,1,1,1,0,0,13
5176165,1,E,3,13460001,2,19,2021,0,45,54,16,2,6,10,3,2,13460001_19_2_2021,2,1,1,1,0,0,13
5159946,2,E,3,13460001,3,19,2009,0,52,60,18,3,6,10,3,2,13460001_19_3_2009,3,1,1,1,0,0,13
5158392,2,E,3,13460001,5,19,2008,0,49,65,11,3,8,11,3,2,13460001_19_5_2008,3,1,1,3,1,0,13
5155713,2,E,3,13460001,6,19,2006,0,48,51,18,3,6,11,3,2,13460001_19_6_2006,3,1,1,1,0,0,13
5157197,3,E,3,13460001,6,19,2007,0,50,62,10,3,7,10,3,2,13460001_19_6_2007,4,1,1,1,0,0,13
5153688,2,E,3,13460001,7,19,2004,0,45,50,12,1,7,11,2,2,13460001_19_7_2004,3,1,1,1,0,0,13
5155043,3,E,3,13460001,8,19,2005,0,46,60,18,4,6,10,3,2,13460001_19_8_2005,4,1,1,1,0,0,13
5171066,2,E,3,13460001,8,19,2020,0,52,55,16,3,7,11,2,2,13460001_19_8_2020,3,1,1,1,0,0,13
5152706,2,E,3,13460001,9,19,2003,0,45,55,11,1,7,10,2,2,13460001_19_9_2003,3,1,1,1,0,0,13
5145666,0,E,3,13460001,9,19,2018,0,50,64,9,3,7,10,3,2,13460001_19_9_2018,1,0,1,1,0,0,13
5067322,3,E,3,13460001,1,20,2013,0,45,48,9,3,NULL,7,3,12,13460001_20_1_2013,4,1,1,1,0,0,13
5169829,3,E,3,13460001,10,20,2007,0,50,49,17,3,7,11,3,2,13460001_20_10_2007,4,1,1,1,0,0,13
5173035,2,E,3,13460001,11,20,2010,0,50,55,22,3,6,10,2,2,13460001_20_11_2010,3,1,1,1,0,0,13
5106976,1,E,3,13460001,12,20,2015,0,48,53,10,3,NULL,11,3,2,13460001_20_12_2015,2,1,1,1,0,1,13
5175112,1,E,3,13460001,12,20,2020,0,43,40,14,4,6,9,3,2,13460001_20_12_2020,2,1,1,1,0,0,13
5165992,2,E,3,13460001,2,20,2002,0,46,51,10,2,7,10,3,2,13460001_20_2_2002,3,1,1,1,0,0,13
5171745,2,E,3,13460001,3,20,2009,0,54,54,17,3,6,8,3,2,13460001_20_3_2009,3,1,1,1,0,0,13
5068819,3,E,3,13460001,3,20,2013,0,45,46,18,1,NULL,7,2,2,13460001_20_3_2013,4,1,1,1,0,0,13
5168034,2,E,3,13460001,5,20,2004,0,45,53,10,2,6,10,3,2,13460001_20_5_2004,3,1,1,1,0,0,13
5128266,2,E,3,13460001,6,20,2017,0,50,58,18,3,6,8,2,2,13460001_20_6_2017,3,1,1,1,0,0,13
5168974,2,E,3,13460001,7,20,2006,0,52,56,7,2,6,7,3,2,13460001_20_7_2006,3,1,1,1,0,0,13
5169713,3,E,3,13460001,7,20,2007,0,50,51,16,3,7,10,3,2,13460001_20_7_2007,4,1,1,1,0,0,13
5101123,2,E,3,13460001,7,20,2015,64,51,60,10,2,NULL,8,3,2,13460001_20_7_2015,3,1,1,1,0,1,13
5173874,2,E,3,13460001,8,20,2011,0,50,48,12,3,7,10,2,2,13460001_20_8_2011,3,1,1,1,0,0,13
5174550,2,E,3,13460001,8,20,2012,0,48,50,17,2,6,10,3,2,13460001_20_8_2012,3,1,1,1,0,0,13
5168976,3,E,3,13460001,9,20,2006,0,50,61,9,2,7,10,2,2,13460001_20_9_2006,4,1,1,1,0,0,13
5121531,2,E,3,13460001,12,21,2016,0,50,59,18,3,7,11,3,2,13460001_21_12_2016,3,1,1,1,0,0,13
5179832,2,E,3,13460001,3,21,2006,0,48,39,14,1,7,9,3,2,13460001_21_3_2006,3,1,1,1,0,0,13
5167336,2,E,3,13460001,3,21,2020,0,45,50,10,2,7,10,3,2,13460001_21_3_2020,3,1,1,1,0,0,13
33054,2,N,3,13460001,4,21,2002,0,0,32,12,2,NULL,9,3,12,13460001_21_4_2002,3,1,0,3,1,0,13
5180703,2,E,3,13460001,4,21,2007,0,54,55,9,3,6,9,2,2,13460001_21_4_2007,3,1,1,1,0,0,13
5168182,2,E,3,13460001,4,21,2020,0,46,49,16,2,7,12,3,2,13460001_21_4_2020,3,1,1,1,0,0,13
5058172,3,E,3,13460001,5,21,2012,54,49,71,11,4,NULL,10,3,2,13460001_21_5_2012,4,1,1,1,0,0,13
5180706,2,E,3,13460001,6,21,2007,0,54,50,10,1,7,10,3,2,13460001_21_6_2007,3,1,1,1,0,0,13
5110856,0,N,3,13460001,6,21,2015,0,55,55,13,3,4,6,3,5,13460001_21_6_2015,1,0,0,1,0,1,13
5116012,0,E,3,13460001,8,21,2016,66,57,60,11,3,5,11,3,2,13460001_21_8_2016,1,0,1,1,0,0,13
5175667,1,E,3,13460001,9,21,2001,0,46,52,15,2,7,10,3,2,13460001_21_9_2001,2,1,1,1,0,0,13
5160638,2,E,3,13460001,9,21,2019,54,54,61,9,3,7,9,3,2,13460001_21_9_2019,3,1,1,1,0,0,13
5175615,0,E,3,13460001,1,22,2021,0,46,60,15,2,6,9,2,2,13460001_22_1_2021,1,0,1,1,0,0,13
5118664,2,E,3,13460001,10,22,2016,54,51,72,10,5,6,9,3,2,13460001_22_10_2016,3,1,1,1,0,0,13
5174541,2,E,3,13460001,11,22,2020,0,48,48,10,3,7,10,3,2,13460001_22_11_2020,3,1,1,1,0,0,13
5108637,2,E,3,13460001,2,22,2016,0,45,53,10,3,7,11,3,2,13460001_22_2_2016,3,1,1,1,0,0,13
5095826,2,E,3,13460001,3,22,2015,48,48,62,10,3,NULL,10,3,2,13460001_22_3_2015,3,1,1,1,0,1,13
5111604,2,N,3,13460001,5,22,2016,65,50,60,22,2,5,8,3,11,13460001_22_5_2016,3,1,0,1,0,0,13
5155073,2,E,3,13460001,5,22,2019,0,46,45,18,3,7,11,3,2,13460001_22_5_2019,3,1,1,1,0,0,13
5168748,2,E,3,13460001,5,22,2020,0,46,60,14,2,6,12,3,2,13460001_22_5_2020,3,1,1,1,0,0,13
5033681,2,E,3,13460001,5,23,2009,53,48,50,14,2,NULL,11,3,2,13460001_23_5_2009,3,1,1,1,0,0,13
5179154,2,E,3,13460001,5,23,2021,0,50,66,14,2,6,9,3,2,13460001_23_5_2021,3,1,1,1,0,0,13
5170076,2,E,3,13460001,7,23,2020,0,55,56,16,2,6,10,2,2,13460001_23_7_2020,3,1,1,1,0,0,13
5171271,0,E,3,13460001,8,23,2020,0,52,65,9,4,6,7,2,2,13460001_23_8_2020,1,0,1,1,0,0,13
5120112,2,E,3,13460001,11,24,2016,0,50,59,18,3,6,10,3,2,13460001_24_11_2016,3,1,1,1,0,0,13
5066436,3,E,3,13460001,12,24,2012,0,46,52,10,3,NULL,7,3,2,13460001_24_12_2012,4,1,1,1,0,0,13
5111704,2,E,3,13460001,5,24,2016,54,50,73,11,3,6,8,3,2,13460001_24_5_2016,3,1,1,1,0,0,13
37094,2,N,3,13460001,8,24,2002,0,55,39,19,3,NULL,6,3,12,13460001_24_8_2002,3,1,0,1,0,0,13
5171272,2,E,3,13460001,8,24,2020,0,50,50,17,3,7,12,1,2,13460001_24_8_2020,3,1,1,1,0,0,13
40838,2,N,3,13460001,9,24,2003,0,56,34,19,2,NULL,8,3,2,13460001_24_9_2003,3,1,0,1,0,0,13
5064186,3,E,3,13460001,9,24,2012,0,51,64,13,3,NULL,8,3,2,13460001_24_9_2012,4,1,1,2,1,0,13
5133126,0,N,3,13460001,9,24,2017,0,0,35,11,2,5,11,3,2,13460001_24_9_2017,1,0,0,1,0,0,13
5122641,2,E,3,13460001,1,25,2017,0,45,50,18,3,6,9,3,2,13460001_25_1_2017,3,1,1,1,0,0,13
5090606,0,E,3,13460001,10,25,2014,0,50,93,10,3,NULL,8,3,2,13460001_25_10_2014,1,0,1,1,0,1,13
5175114,2,E,3,13460001,12,25,2020,0,46,54,10,3,7,10,2,2,13460001_25_12_2020,3,1,1,1,0,0,13
5033683,3,E,3,13460001,4,25,2010,47,47,50,14,3,NULL,7,3,2,13460001_25_4_2010,4,1,1,1,0,0,13
5096919,2,E,3,13460001,4,25,2015,0,48,38,10,3,NULL,8,3,2,13460001_25_4_2015,3,1,1,2,1,1,13
5150776,0,E,3,13460001,1,26,2019,0,46,54,11,3,7,10,3,2,13460001_26_1_2019,1,0,1,1,0,0,13
5165627,2,E,3,13460001,1,26,2020,0,46,52,9,3,7,10,2,2,13460001_26_1_2020,3,1,1,1,0,0,13
37044,3,N,3,13460001,10,26,2002,0,53,35,11,3,NULL,11,3,12,13460001_26_10_2002,4,1,0,1,0,0,13
40583,2,E,3,13460001,11,26,2003,0,0,35,18,3,NULL,9,3,2,13460001_26_11_2003,3,1,1,1,0,0,13
5124640,2,E,3,13460001,3,26,2017,0,45,45,13,1,6,8,2,2,13460001_26_3_2017,3,1,1,1,0,0,13
5070937,2,E,3,13460001,5,26,2013,50,50,58,10,2,NULL,7,3,2,13460001_26_5_2013,3,1,1,1,0,0,13
5155293,2,E,3,13460001,5,26,2019,0,48,53,10,3,7,10,3,2,13460001_26_5_2019,3,1,1,1,0,0,13
5152703,0,E,3,13460001,2,27,2019,0,45,51,18,2,6,7,2,2,13460001_27_2_2019,1,0,1,1,0,0,13
5034015,2,N,3,13460001,3,27,2010,0,48,52,12,3,NULL,5,3,11,13460001_27_3_2010,3,1,0,1,0,0,13
5125335,2,E,3,13460001,4,27,2017,0,45,54,18,2,7,9,2,2,13460001_27_4_2017,3,1,1,1,0,0,13
5103890,2,E,3,13460001,9,27,2015,52,56,74,10,4,NULL,9,3,2,13460001_27_9_2015,3,1,1,1,0,1,13
5175784,2,E,3,13460001,1,28,2021,0,45,45,18,2,6,9,2,2,13460001_28_1_2021,3,1,1,1,0,0,13
5173628,2,E,3,13460001,10,28,2020,0,50,49,16,3,7,10,3,2,13460001_28_10_2020,3,1,1,1,0,0,13
5137792,2,E,3,13460001,2,28,2018,45,0,57,18,2,6,10,3,2,13460001_28_2_2018,3,1,1,1,0,0,13
5168031,2,E,3,13460001,3,28,2020,0,45,47,10,3,7,10,3,2,13460001_28_3_2020,3,1,1,1,0,0,13
5024921,2,E,3,13460001,6,28,2009,58,51,64,14,2,NULL,11,3,2,13460001_28_6_2009,3,1,1,1,0,0,13
5106153,2,E,3,13460001,11,29,2015,42,50,60,11,4,NULL,10,3,2,13460001_29_11_2015,3,1,1,2,1,1,13
5110858,0,N,3,13460001,3,29,2015,0,48,45,13,1,6,10,3,5,13460001_29_3_2015,1,0,0,1,0,1,13
5178058,0,E,3,13460001,4,29,2021,0,48,40,18,2,3,5,3,2,13460001_29_4_2021,1,0,1,1,0,0,13
5179156,2,E,3,13460001,5,29,2021,0,46,48,9,4,7,10,2,2,13460001_29_5_2021,3,1,1,1,0,0,13
19317,2,N,3,13460001,7,29,2001,60,52,30,15,2,NULL,7,2,2,13460001_29_7_2001,3,1,0,1,0,0,13
5130210,2,E,3,13460001,7,29,2017,0,0,56,12,2,7,12,3,2,13460001_29_7_2017,3,1,1,1,0,0,13
5159935,2,E,3,13460001,8,29,2019,0,55,46,15,2,7,9,3,2,13460001_29_8_2019,3,1,1,1,0,0,13
37101,3,N,3,13460001,9,29,2002,0,0,48,12,3,NULL,9,2,12,13460001_29_9_2002,4,1,0,2,1,0,13
40877,3,N,3,13460001,1,3,2003,44,46,42,9,3,NULL,8,2,2,13460001_3_1_2003,4,1,0,1,0,0,13
40859,2,N,3,13460001,1,3,2009,62,62,44,9,3,NULL,14,2,12,13460001_3_1_2009,3,1,0,1,0,0,13
40857,3,N,3,13460001,11,3,2008,0,0,39,19,3,NULL,12,3,12,13460001_3_11_2008,4,1,0,1,0,0,13
37054,3,N,3,13460001,5,3,2001,0,0,40,14,3,NULL,8,3,2,13460001_3_5_2001,4,1,0,1,0,0,13
5147179,2,E,3,13460001,10,30,2018,54,52,70,11,3,7,9,3,3,13460001_30_10_2018,3,1,1,1,0,0,13
5093139,0,E,3,13460001,12,30,2014,0,46,47,11,3,NULL,10,3,2,13460001_30_12_2014,1,0,1,1,0,1,13
5082346,3,E,3,13460001,3,30,2014,46,45,72,10,2,NULL,8,3,2,13460001_30_3_2014,4,1,1,1,0,1,13
5168839,2,E,3,13460001,5,30,2020,60,54,60,10,1,6,9,3,2,13460001_30_5_2020,3,1,1,1,0,0,13
35441,2,N,3,13460001,6,30,2002,0,0,36,14,1,NULL,9,2,12,13460001_30_6_2002,3,1,0,1,0,0,13
5145096,2,E,3,13460001,8,30,2018,0,52,59,18,3,7,10,2,2,13460001_30_8_2018,3,1,1,1,0,0,13
5161132,0,E,3,13460001,9,30,2019,0,52,61,9,2,7,10,3,2,13460001_30_9_2019,1,0,1,1,0,0,13
5122642,2,E,3,13460001,1,31,2017,0,45,62,18,3,6,10,2,2,13460001_31_1_2017,3,1,1,1,0,0,13
33044,0,N,3,13460001,3,31,2002,0,0,29,10,3,NULL,13,2,12,13460001_31_3_2002,1,0,0,2,1,0,13
37095,2,N,3,13460001,8,31,2002,60,51,36,9,3,NULL,8,3,12,13460001_31_8_2002,3,1,0,1,0,0,13
40601,2,E,3,13460001,10,4,2003,0,0,36,18,3,NULL,7,2,2,13460001_4_10_2003,3,1,1,1,0,0,13
40589,3,E,3,13460001,11,4,2002,45,46,45,19,3,NULL,11,3,12,13460001_4_11_2002,4,1,1,1,0,0,13
40635,2,E,3,13460001,11,4,2009,0,57,61,9,3,NULL,10,3,2,13460001_4_11_2009,3,1,1,2,1,0,13
45215,2,E,3,13460001,3,5,2001,45,49,45,11,3,NULL,11,3,2,13460001_5_3_2001,3,1,1,1,0,0,13
45212,2,E,3,13460001,5,5,2011,49,49,54,12,4,NULL,7,2,2,13460001_5_5_2011,3,1,1,1,0,0,13
5013966,3,E,3,13460001,11,7,2002,46,46,45,13,3,NULL,8,3,2,13460001_7_11_2002,4,1,1,1,0,0,13
5019007,3,E,3,13460001,1,8,2011,50,50,41,12,3,NULL,7,3,2,13460001_8_1_2011,4,1,1,1,0,0,13
5036227,1,E,3,13460002,4,10,2007,0,50,60,11,2,NULL,9,2,2,13460002_10_4_2007,2,1,1,1,0,0,13
5171829,2,E,3,13460002,9,13,2020,0,49,63,12,3,7,10,3,11,13460002_13_9_2020,3,1,1,2,1,0,13
5095129,0,E,3,13460002,7,15,2003,0,46,49,11,3,NULL,9,3,7,13460002_15_7_2003,1,0,1,1,0,0,13
5142143,3,E,3,13460002,2,18,2007,0,47,57,14,3,7,9,2,11,13460002_18_2_2007,4,1,1,1,0,0,13
5042538,3,E,3,13460002,8,21,2010,60,56,42,13,3,NULL,9,2,12,13460002_21_8_2010,4,1,1,1,0,0,13
5052362,3,E,3,13460002,10,23,2011,52,51,47,12,5,NULL,12,3,12,13460002_23_10_2011,4,1,1,1,0,0,13
5137534,2,E,3,13460002,2,23,2018,0,46,54,14,3,7,11,3,7,13460002_23_2_2018,3,1,1,1,0,0,13
40317,2,E,3,13460002,1,24,2004,45,47,27,14,5,NULL,8,2,12,13460002_24_1_2004,3,1,1,1,0,0,13
35022,0,N,3,13460002,2,24,2001,44,44,40,12,4,NULL,8,3,2,13460002_24_2_2001,1,0,0,1,0,0,13
40899,0,N,3,13460002,5,24,2003,0,0,39,13,4,NULL,14,2,12,13460002_24_5_2003,1,0,0,1,0,0,13
5027979,3,N,3,13460002,9,26,2009,0,54,46,7,1,NULL,6,2,12,13460002_26_9_2009,4,1,0,1,0,0,13
5057083,2,E,3,13460005,9,12,2004,45,45,34,13,2,NULL,10,3,12,13460005_12_9_2004,3,1,1,1,0,0,13
5129575,2,E,3,13460005,7,15,2017,65,51,64,11,3,6,12,3,11,13460005_15_7_2017,3,1,1,1,0,0,13
5152451,2,E,3,13460005,10,19,2003,44,48,49,11,5,6,12,3,7,13460005_19_10_2003,3,1,1,1,0,0,13
5143419,2,E,3,13460005,7,22,2018,64,51,74,10,4,6,11,3,11,13460005_22_7_2018,3,1,1,1,0,0,13
5159241,2,E,3,13460005,8,24,2019,64,54,64,11,2,6,10,3,11,13460005_24_8_2019,3,1,1,1,0,0,13
5030579,2,E,3,13460006,1,10,2001,0,41,43,14,4,NULL,9,3,12,13460006_10_1_2001,3,1,1,2,1,0,13
5076042,3,E,3,13460006,10,13,2009,0,52,51,18,3,NULL,12,3,2,13460006_13_10_2009,4,1,1,1,0,0,13
45220,2,E,3,13460006,2,13,2005,37,44,46,11,3,NULL,8,3,2,13460006_13_2_2005,3,1,1,1,0,0,13
5033684,2,E,3,13460006,2,14,2010,46,46,44,11,3,NULL,10,3,2,13460006_14_2_2010,3,1,1,1,0,0,13
5100507,1,E,3,13460006,1,15,2007,0,54,46,12,2,NULL,10,3,2,13460006_15_1_2007,2,1,1,1,0,0,13
40891,3,N,3,13460006,2,15,2003,42,46,36,13,3,NULL,11,3,12,13460006_15_2_2003,4,1,0,1,0,0,13
5097134,0,E,3,13460006,2,15,2005,0,46,56,10,4,NULL,10,3,2,13460006_15_2_2005,1,0,1,1,0,0,13
5118311,2,E,3,13460006,10,16,2016,0,50,51,12,4,6,10,3,2,13460006_16_10_2016,3,1,1,1,0,0,13
5121815,1,E,3,13460006,7,17,2001,0,48,55,10,5,7,11,3,11,13460006_17_7_2001,2,1,1,1,0,0,13
40627,3,E,3,13460006,7,17,2004,72,57,58,14,3,NULL,8,2,12,13460006_17_7_2004,4,1,1,2,1,0,13
5153687,2,E,3,13460006,6,19,2004,0,45,57,10,2,7,12,3,2,13460006_19_6_2004,3,1,1,1,0,0,13
37102,3,N,3,13460006,6,2,2010,0,57,38,10,3,NULL,10,3,12,13460006_2_6_2010,4,1,0,1,0,0,13
5116559,2,E,3,13460006,8,20,2016,0,54,57,10,2,7,10,3,2,13460006_20_8_2016,3,1,1,1,0,0,13
5178247,1,E,3,13460006,2,21,2005,0,41,43,11,2,8,11,3,2,13460006_21_2_2005,2,1,1,1,0,0,13
5121532,2,E,3,13460006,12,24,2016,50,0,59,10,3,7,11,3,2,13460006_24_12_2016,3,1,1,1,0,0,13
5068120,3,E,3,13460006,2,24,2013,40,45,49,14,3,NULL,8,3,2,13460006_24_2_2013,4,1,1,1,0,0,13
42577,3,N,3,13460006,4,24,2004,0,46,42,16,4,NULL,12,2,12,13460006_24_4_2004,4,1,0,1,0,0,13
45221,2,E,3,13460006,2,26,2005,46,46,45,14,3,NULL,8,3,2,13460006_26_2_2005,3,1,1,1,0,0,13
5153673,1,E,3,13460006,3,26,2019,0,45,47,17,2,8,11,3,2,13460006_26_3_2019,2,1,1,1,0,0,13
5111903,3,E,3,13460006,5,29,2016,0,46,55,9,4,7,11,3,2,13460006_29_5_2016,4,1,1,1,0,0,13
5125338,1,E,3,13460006,4,30,2017,0,45,57,12,3,6,8,3,2,13460006_30_4_2017,2,1,1,1,0,0,13
40608,0,N,3,13460006,7,4,2007,0,0,44,11,2,NULL,9,2,2,13460006_4_7_2007,1,0,0,1,0,0,13
5013014,3,E,3,13460006,10,8,2002,45,46,40,12,3,NULL,10,3,2,13460006_8_10_2002,4,1,1,1,0,0,13
34046,0,N,3,13460007,1,1,2009,0,0,31,12,3,NULL,9,3,12,13460007_1_1_2009,1,0,0,1,0,0,13
34049,0,N,3,13460007,8,1,2012,5,8,23,9,3,NULL,12,3,12,13460007_1_8_2012,1,0,0,1,0,0,13
5036235,2,E,3,13460007,5,10,2007,0,52,57,13,2,NULL,9,2,2,13460007_10_5_2007,3,1,1,1,0,0,13
5061331,2,N,3,13460007,3,12,2008,0,48,37,10,3,NULL,8,3,12,13460007_12_3_2008,3,1,0,1,0,0,13
5066070,3,E,3,13460007,9,12,2012,40,49,63,11,3,NULL,11,3,12,13460007_12_9_2012,4,1,1,1,0,0,13
5074186,3,E,3,13460007,1,13,2008,0,50,36,19,2,NULL,11,3,12,13460007_13_1_2008,4,1,1,1,0,0,13
5067101,3,E,3,13460007,10,13,2001,0,45,40,18,2,NULL,8,3,12,13460007_13_10_2001,4,1,1,1,0,0,13
5074599,2,E,3,13460007,10,13,2008,0,50,49,8,4,NULL,11,3,12,13460007_13_10_2008,3,1,1,1,0,0,13
5069408,3,E,3,13460007,11,13,2004,0,45,47,19,2,NULL,14,3,12,13460007_13_11_2004,4,1,1,1,0,0,13
5021739,1,N,3,13460007,3,13,2009,0,46,44,16,3,NULL,5,3,12,13460007_13_3_2009,2,1,0,1,0,0,13
5081777,3,E,3,13460007,3,13,2014,0,46,43,17,2,NULL,8,3,12,13460007_13_3_2014,4,1,1,1,0,1,13
5178684,2,E,3,13460007,5,13,2021,0,46,31,18,1,7,11,3,11,13460007_13_5_2021,3,1,1,1,0,0,13
5069359,3,E,3,13460007,9,13,2004,0,45,37,18,3,NULL,12,3,12,13460007_13_9_2004,4,1,1,1,0,0,13
5171957,2,E,3,13460007,9,13,2020,0,54,52,7,2,7,12,3,11,13460007_13_9_2020,3,1,1,1,0,0,13
5085768,0,E,3,13460007,1,14,2007,0,50,46,9,3,NULL,14,3,12,13460007_14_1_2007,1,0,1,1,0,0,13
5175670,2,E,3,13460007,1,14,2021,0,46,52,15,3,7,11,3,11,13460007_14_1_2021,3,1,1,1,0,0,13
5080705,2,E,3,13460007,12,14,2002,0,45,38,18,2,NULL,13,3,12,13460007_14_12_2002,3,1,1,1,0,0,13
5090116,0,E,3,13460007,12,14,2010,52,52,71,11,4,NULL,12,3,12,13460007_14_12_2010,1,0,1,1,0,0,13
5081306,3,E,3,13460007,4,14,2003,0,45,44,18,2,NULL,9,3,12,13460007_14_4_2003,4,1,1,1,0,0,13
5102203,2,E,3,13460007,8,14,2015,0,50,47,9,2,NULL,11,3,11,13460007_14_8_2015,3,1,1,1,0,1,13
5158808,2,E,3,13460007,8,14,2019,0,52,63,17,2,7,14,3,11,13460007_14_8_2019,3,1,1,1,0,0,13
5090088,2,E,3,13460007,9,14,2010,0,50,46,18,3,NULL,12,3,12,13460007_14_9_2010,3,1,1,1,0,0,13
5067204,3,E,3,13460007,1,15,2013,0,45,59,18,2,NULL,6,3,12,13460007_15_1_2013,4,1,1,1,0,0,13
5101935,1,E,3,13460007,10,15,2008,0,52,40,18,2,NULL,13,3,11,13460007_15_10_2008,2,1,1,1,0,0,13
5173178,2,E,3,13460007,10,15,2020,0,50,62,17,3,7,10,3,11,13460007_15_10_2020,3,1,1,1,0,0,13
5148144,0,E,3,13460007,11,15,2018,0,50,48,18,2,7,10,3,11,13460007_15_11_2018,1,0,1,1,0,0,13
5173994,1,E,3,13460007,11,15,2020,0,50,49,9,3,6,13,3,11,13460007_15_11_2020,2,1,1,1,0,0,13
5101931,2,E,3,13460007,2,15,2008,0,50,47,11,4,NULL,11,3,11,13460007_15_2_2008,3,1,1,2,1,0,13
5167334,0,E,3,13460007,3,15,2020,0,45,31,10,3,7,14,3,11,13460007_15_3_2020,1,0,1,1,0,0,13
5073283,3,E,3,13460007,7,15,2013,0,54,44,11,3,NULL,10,3,12,13460007_15_7_2013,4,1,1,1,0,0,13
5120227,0,E,3,13460007,1,16,2012,0,50,52,17,3,7,12,3,11,13460007_16_1_2012,1,0,1,1,0,0,13
5110266,2,E,3,13460007,10,16,2004,0,46,42,13,3,7,12,3,11,13460007_16_10_2004,3,1,1,2,1,0,13
5115760,2,E,3,13460007,10,16,2008,0,52,71,18,3,6,8,3,11,13460007_16_10_2008,3,1,1,1,0,0,13
5156981,2,E,3,13460007,6,16,2019,0,52,43,14,1,8,12,3,11,13460007_16_6_2019,3,1,1,1,0,0,13
5110853,0,N,3,13460007,7,16,2002,0,48,50,14,3,7,12,3,2,13460007_16_7_2002,1,0,0,1,0,0,13
5171062,1,E,3,13460007,8,16,2020,0,54,57,10,2,7,12,3,11,13460007_16_8_2020,2,1,1,1,0,0,13
5108214,1,E,3,13460007,9,16,2002,0,46,45,17,3,7,12,3,11,13460007_16_9_2002,2,1,1,1,0,0,13
5135040,1,E,3,13460007,1,17,2012,0,48,51,9,4,6,12,3,11,13460007_17_1_2012,2,1,1,1,0,0,13
5119744,1,E,3,13460007,11,17,2016,0,50,55,18,3,7,12,3,11,13460007_17_11_2016,2,1,1,1,0,0,13
5128554,2,E,3,13460007,2,17,2007,65,53,65,10,3,5,10,3,11,13460007_17_2_2007,3,1,1,1,0,0,13
5128684,2,E,3,13460007,3,17,2007,0,52,51,9,4,6,11,3,11,13460007_17_3_2007,3,1,1,1,0,0,13
5129397,2,E,3,13460007,6,17,2007,0,52,64,18,3,7,12,3,11,13460007_17_6_2007,3,1,1,1,0,0,13
5048708,3,E,3,13460007,7,17,2011,58,50,49,10,3,NULL,10,3,2,13460007_17_7_2011,4,1,1,1,0,0,13
5121816,2,E,3,13460007,8,17,2001,0,46,46,10,4,7,10,3,11,13460007_17_8_2001,3,1,1,1,0,0,13
5131088,1,E,3,13460007,8,17,2017,0,52,59,18,2,7,11,3,11,13460007_17_8_2017,2,1,1,1,0,0,13
5171064,0,E,3,13460007,8,17,2020,0,52,51,14,2,7,11,3,11,13460007_17_8_2020,1,0,1,1,0,0,13
5124641,0,E,3,13460007,9,17,2004,0,45,50,10,2,7,11,3,11,13460007_17_9_2004,1,0,1,1,0,0,13
5137301,1,E,3,13460007,1,18,2002,0,46,63,18,3,7,11,3,11,13460007_18_1_2002,2,1,1,1,0,0,13
5173179,0,E,3,13460007,10,18,2020,0,50,46,10,3,7,11,3,11,13460007_18_10_2020,1,0,1,1,0,0,13
40598,2,E,3,13460007,2,18,2004,0,47,43,19,4,NULL,14,3,12,13460007_18_2_2004,3,1,1,1,0,0,13
5069584,3,E,3,13460007,4,18,2013,0,45,48,18,1,NULL,10,3,12,13460007_18_4_2013,4,1,1,1,0,0,13
5148425,0,E,3,13460007,5,18,2012,0,48,42,18,2,8,13,3,11,13460007_18_5_2012,1,0,1,1,0,0,13
5147358,0,E,3,13460007,7,18,2010,0,50,54,12,2,7,12,3,11,13460007_18_7_2010,1,0,1,1,0,0,13
5143376,2,E,3,13460007,7,18,2018,0,54,63,11,2,7,9,3,11,13460007_18_7_2018,3,1,1,1,0,0,13
5145237,2,E,3,13460007,8,18,2009,0,52,55,10,3,7,11,3,11,13460007_18_8_2009,3,1,1,1,0,0,13
5155465,3,E,3,13460007,1,19,2006,0,52,52,10,3,7,11,3,11,13460007_19_1_2006,4,1,1,1,0,0,13
5093674,0,E,3,13460007,1,19,2015,0,46,48,10,3,NULL,13,3,12,13460007_19_1_2015,1,0,1,2,1,1,13
5160267,0,E,3,13460007,10,19,2009,0,54,45,18,2,7,10,3,11,13460007_19_10_2009,1,0,1,1,0,0,13
5064364,3,E,3,13460007,10,19,2012,0,48,44,10,5,NULL,7,3,12,13460007_19_10_2012,4,1,1,1,0,0,13
5175108,0,E,3,13460007,12,19,2020,0,48,47,14,3,7,14,3,11,13460007_19_12_2020,1,0,1,1,0,0,13
5158420,2,E,3,13460007,3,19,2008,0,54,56,10,2,7,12,3,11,13460007_19_3_2008,3,1,1,1,0,0,13
